Model,Description,Parameter,ROC-AUC,Accuracy,Precision,Recall,F1 Score,F2 Score,Confusion Matrix
knn,OR origin,n_neighbors=3,0.9080929220309396,0.9995435553526912,0.9090909090909092,0.8163265306122449,0.8602150537634408,0.8333333333333334,"[[56856     8],  [   18    80]]"
knn,OR origin,n_neighbors=5,0.8927867995819599,0.9994908886626171,0.9058823529411764,0.7857142857142857,0.8415300546448088,0.8071278825995806,"[[56856     8],  [   21    77]]"
knn,OR origin,n_neighbors=7,0.8774894700423782,0.9994557775359012,0.9135802469135802,0.7551020408163265,0.8268156424581006,0.7822410147991542,"[[56857     7],  [   24    74]]"
knn,OR smote,n_neighbors=3,0.9279295461853848,0.9984726659878516,0.535031847133758,0.8571428571428571,0.6588235294117647,0.7650273224043715,"[[56791    73],  [   14    84]]"
knn,OR smote,n_neighbors=5,0.9377643256233276,0.9977704434535304,0.4278606965174129,0.8775510204081632,0.5752508361204014,0.7251264755480606,"[[56749   115],  [   12    86]]"
knn,OR smote,n_neighbors=7,0.9475199688766895,0.9969102208489872,0.3464566929133858,0.8979591836734694,0.5,0.6811145510835914,"[[56698   166],  [   10    88]]"
knn,OR adasyn,n_neighbors=3,0.9279295461853848,0.9984726659878516,0.535031847133758,0.8571428571428571,0.6588235294117647,0.7650273224043715,"[[56791    73],  [   14    84]]"
knn,OR adasyn,n_neighbors=5,0.9377643256233276,0.9977704434535304,0.4278606965174129,0.8775510204081632,0.5752508361204014,0.7251264755480606,"[[56749   115],  [   12    86]]"
knn,OR adasyn,n_neighbors=7,0.947502383057894,0.996875109722271,0.34375,0.8979591836734694,0.4971751412429377,0.6790123456790123,"[[56696   168],  [   10    88]]"
knn,PT origin,n_neighbors=3,0.9182882107541948,0.9995611109160492,0.9010989010989012,0.8367346938775511,0.8677248677248677,0.8488612836438924,"[[56855     9],  [   16    82]]"
knn,PT origin,n_neighbors=5,0.8876847587656335,0.9994733330992592,0.9047619047619048,0.7755102040816326,0.8351648351648353,0.7983193277310924,"[[56856     8],  [   22    76]]"
knn,PT origin,n_neighbors=7,0.8723522575884602,0.9993679997191108,0.8690476190476191,0.7448979591836735,0.8021978021978022,0.7668067226890755,"[[56853    11],  [   25    73]]"
knn,PT smote,n_neighbors=3,0.9330315870017112,0.9984902215512096,0.5379746835443038,0.8673469387755102,0.6640625,0.7727272727272727,"[[56791    73],  [   13    85]]"
knn,PT smote,n_neighbors=5,0.9429191238960412,0.9978933323970366,0.4438775510204081,0.8877551020408163,0.5918367346938774,0.7397959183673468,"[[56755   109],  [   11    87]]"
knn,PT smote,n_neighborsv7,0.947687034155249,0.9972437765527896,0.3744680851063829,0.8979591836734694,0.5285285285285285,0.7017543859649122,"[[56717   147],  [   10    88]]"
knn,PT adasyn,n_neighbors=3,0.9330315870017112,0.9984902215512096,0.5379746835443038,0.8673469387755102,0.6640625,0.7727272727272727,"[[56791    73],  [   13    85]]"
knn,PT adasyn,n_neighbors=5,0.9429103309866432,0.9978757768336786,0.4416243654822335,0.8877551020408163,0.5898305084745763,0.7385398981324277,"[[56754   110],  [   11    87]]"
knn,PT adasyn,n_neighbors=7,0.947687034155249,0.9972437765527896,0.3744680851063829,0.8979591836734694,0.5285285285285285,0.7017543859649122,"[[56717   147],  [   10    88]]"
