Model,Description,Parameter,ROC-AUC,Accuracy,Precision,Recall,F1 Score,F2 Score,Confusion Matrix
decision_tree,OR origin,max_depth=4,0.8927252492161748,0.9993679997191108,0.8369565217391305,0.7857142857142857,0.8105263157894738,0.7954545454545454,"[[56849    15],  [   21    77]]"
decision_tree,OR origin,max_depth=5,0.8927867995819599,0.9994908886626171,0.9058823529411764,0.7857142857142857,0.8415300546448088,0.8071278825995806,"[[56856     8],  [   21    77]]"
decision_tree,PT origin,max_depth=4,0.8927252492161748,0.9993679997191108,0.8369565217391305,0.7857142857142857,0.8105263157894738,0.7954545454545454,"[[56849    15],  [   21    77]]"
decision_tree,PT origin,max_depth=5,0.8876935516750313,0.9994908886626171,0.9156626506024096,0.7755102040816326,0.839779005524862,0.7999999999999999,"[[56857     7],  [   22    76]]"
