Model,Description,Parameter,ROC-AUC,Accuracy,Precision,Recall,F1 Score,F2 Score,Confusion Matrix
adaboost,OR origin,Default,0.8773487834920124,0.9991748885221726,0.7628865979381443,0.7551020408163265,0.7589743589743589,0.7566462167689162,"[[56841    23],[   24    74]]"
adaboost,OR smote,Default,0.8865504734533093,0.9972086654260736,0.3568075117370892,0.7755102040816326,0.4887459807073955,0.628099173553719,"[[56727   137],[   22    76]]"
adaboost,OR adasyn,Default,0.8715960673802443,0.9978582212703205,0.4294117647058823,0.7448979591836735,0.5447761194029851,0.6494661921708185,"[[56767    97],[   25    73]]"
adaboost,PT origin,Default,0.8722203639474924,0.9991046662687406,0.7373737373737373,0.7448979591836735,0.7411167512690355,0.7433808553971488,"[[56838    26],[   25    73]]"
adaboost,PT smote,Default,0.8917932008200016,0.99750711000316,0.3888888888888889,0.7857142857142857,0.5202702702702703,0.6525423728813559,"[[56743   121],[   21    77]]"
adaboost,PT adasyn,Default,0.8816770482813272,0.9976475545100242,0.4032258064516129,0.7653061224489796,0.528169014084507,0.6487889273356401,"[[56753   111],[   23    75]]"
