Model,Description,Parameter,ROC-AUC,Accuracy,Precision,Recall,F1 Score,F2 Score,Confusion Matrix
decision_tree,OR origin,Default,0.8722027781286966,0.9990695551420246,0.7227722772277227,0.7448979591836735,0.7336683417085428,0.7403651115618661,"[[56836    28],[   25    73]]"
decision_tree,OR smote,Default,0.8814132609993914,0.9971208876092834,0.3472222222222222,0.7653061224489796,0.47770700636942676,0.6167763157894737,"[[56723   141],[   23    75]]"
decision_tree,OR adasyn,Default,0.8509153239236044,0.9972437765527896,0.350253807106599,0.7040816326530612,0.4677966101694915,0.5857385398981325,"[[56736   128],[   29    69]]"
decision_tree,PT origin,Default,0.8824684101271347,0.9992275552122467,0.78125,0.7653061224489796,0.7731958762886597,0.7684426229508196,"[[56843    21],[   23    75]]"
decision_tree,PT smote,Default,0.9070993232689811,0.997559776693234,0.39800995024875624,0.8163265306122449,0.5351170568561874,0.6745362563237775,"[[56743   121],[   18    80]]"
decision_tree,PT adasyn,Default,0.8713674517358998,0.9974017766230119,0.37244897959183676,0.7448979591836735,0.4965986394557824,0.620748299319728,"[[56741   123],[   25    73]]"
